ticker,regime,annualized_return,days
GLD,UPTREND,0.2489907939388259,324
GLD,RANGE,0.0891788779898011,327
GLD,DOWNTREND,-0.07303778423009924,355
SPY,UPTREND,0.36883590609234745,516
SPY,RANGE,0.42539545381596844,155
SPY,DOWNTREND,-0.3996366258275737,335
